region,year,month,case_per_capita(‰),PM2.5
雲嘉南,2016,10,24.833,835.55
雲嘉南,2016,11,28.045,987.9
雲嘉南,2016,12,31.342,1070.63
雲嘉南,2017,1,32.443,1046.99
雲嘉南,2017,2,32.78,1090.35
雲嘉南,2017,3,32.613,1137.05
雲嘉南,2017,4,28.583,865.55
雲嘉南,2017,5,27.003,703.76
雲嘉南,2017,6,24.78,313.23
雲嘉南,2017,7,25.302,433.03
雲嘉南,2017,8,21.284,427.4
雲嘉南,2017,9,20.774,679.85
雲嘉南,2017,10,23.552,730.09
雲嘉南,2017,11,27.194,835.94
雲嘉南,2017,12,33.628,950.83
雲嘉南,2018,1,34.521,844.26
雲嘉南,2018,2,33.065,1050.85
雲嘉南,2018,3,34.972,1002.64
雲嘉南,2018,4,27.785,859.13
雲嘉南,2018,5,21.918,521.72
雲嘉南,2018,6,18.721,444.1
雲嘉南,2018,7,19.742,411.42
雲嘉南,2018,8,20.502,327.64
雲嘉南,2018,9,21.578,566.4
雲嘉南,2018,10,22.59,862.01
雲嘉南,2018,11,23.57,930.59
雲嘉南,2018,12,27.956,773.52
雲嘉南,2019,1,32.917,1018.89
雲嘉南,2019,2,27.858,887.62
雲嘉南,2019,3,27.991,851.59
雲嘉南,2019,4,26.148,698.91
雲嘉南,2019,5,23.801,596.07
雲嘉南,2019,6,20.725,275.63
雲嘉南,2019,7,21.068,306.55
雲嘉南,2019,8,20.915,372.31
雲嘉南,2019,9,22.413,573.14
雲嘉南,2019,10,22.992,793.03
雲嘉南,2019,11,25.452,735.0
雲嘉南,2019,12,29.569,649.52
高屏,2016,1,36.503,920.09
高屏,2016,2,48.897,1052.14
高屏,2016,3,45.445,996.92
高屏,2016,4,33.623,679.06
高屏,2016,5,28.682,471.88
高屏,2016,6,24.541,241.11
高屏,2016,7,24.697,321.54
高屏,2016,8,26.815,404.44
高屏,2016,9,25.441,445.64
高屏,2016,10,27.033,672.74
高屏,2016,11,31.429,969.74
高屏,2016,12,35.371,1102.31
高屏,2017,1,36.613,1104.87
高屏,2017,2,36.569,1066.41
高屏,2017,3,33.626,1021.03
高屏,2017,4,28.779,676.15
高屏,2017,5,27.647,578.21
高屏,2017,6,28.49,285.73
高屏,2017,7,29.624,388.21
高屏,2017,8,25.059,419.06
高屏,2017,9,23.981,590.94
高屏,2017,10,27.159,732.48
高屏,2017,11,30.318,989.4
高屏,2017,12,37.258,1024.1
高屏,2018,1,36.45,973.08
高屏,2018,2,35.871,965.38
高屏,2018,3,36.948,819.83
高屏,2018,4,29.152,659.74
高屏,2018,5,23.124,403.42
高屏,2018,6,20.987,330.51
高屏,2018,7,24.228,315.56
高屏,2018,8,24.848,264.36
高屏,2018,9,25.029,471.11
高屏,2018,10,26.576,818.55
高屏,2018,11,27.668,877.95
高屏,2018,12,32.946,861.45
高屏,2019,1,36.792,1012.14
高屏,2019,2,31.972,735.9
高屏,2019,3,30.551,733.68
高屏,2019,4,28.136,630.85
高屏,2019,5,26.208,486.24
高屏,2019,6,23.867,253.59
高屏,2019,7,25.528,284.1
高屏,2019,8,24.41,322.56
高屏,2019,9,26.607,546.32
高屏,2019,10,27.221,746.58
高屏,2019,11,29.495,773.16
高屏,2019,12,34.326,676.84
