region,year,month,case_per_capita(‰),PM2.5
宜花東,2017,11,6.664,355.1
宜花東,2017,12,6.786,474.01
宜花東,2018,1,6.66,399.59
宜花東,2018,2,5.543,434.71
宜花東,2018,3,6.45,451.01
宜花東,2018,4,6.366,447.26
宜花東,2018,5,6.383,356.75
宜花東,2018,6,5.532,282.4
宜花東,2018,7,5.505,265.24
宜花東,2018,8,5.384,259.33
宜花東,2018,9,5.533,270.94
宜花東,2018,10,5.868,381.92
宜花東,2018,11,5.575,314.64
宜花東,2018,12,5.651,310.31
宜花東,2019,1,6.852,374.64
宜花東,2019,2,5.224,348.61
宜花東,2019,3,6.376,438.68
宜花東,2019,4,6.137,390.07
宜花東,2019,5,6.412,329.86
宜花東,2019,6,5.449,263.65
宜花東,2019,7,4.916,254.5
宜花東,2019,8,5.642,248.58
宜花東,2019,9,4.881,270.94
宜花東,2019,10,5.886,433.92
宜花東,2019,11,5.775,366.35
宜花東,2019,12,6.441,299.93
雲嘉南,2016,1,6.237,931.97
雲嘉南,2016,2,7.072,1054.06
雲嘉南,2016,3,7.869,1177.21
雲嘉南,2016,4,6.386,958.1
雲嘉南,2016,5,5.872,617.95
雲嘉南,2016,6,4.903,318.41
雲嘉南,2016,7,5.022,389.67
雲嘉南,2016,8,5.064,572.55
雲嘉南,2016,9,4.922,510.85
雲嘉南,2016,10,5.482,835.55
雲嘉南,2016,11,6.014,987.9
雲嘉南,2016,12,6.153,1070.63
雲嘉南,2017,1,6.158,1046.99
雲嘉南,2017,2,6.235,1090.35
雲嘉南,2017,3,6.856,1137.05
雲嘉南,2017,4,5.879,865.55
雲嘉南,2017,5,5.913,703.76
雲嘉南,2017,6,5.379,313.23
雲嘉南,2017,7,5.719,433.03
雲嘉南,2017,8,5.374,427.4
雲嘉南,2017,9,5.188,679.85
雲嘉南,2017,10,5.545,730.09
雲嘉南,2017,11,5.712,835.94
雲嘉南,2017,12,6.043,950.83
雲嘉南,2018,1,6.313,844.26
雲嘉南,2018,2,5.362,1050.85
雲嘉南,2018,3,6.574,1002.64
雲嘉南,2018,4,5.64,859.13
雲嘉南,2018,5,5.004,521.72
雲嘉南,2018,6,4.669,444.1
雲嘉南,2018,7,4.507,411.42
雲嘉南,2018,8,4.499,327.64
雲嘉南,2018,9,4.832,566.4
雲嘉南,2018,10,5.197,862.01
雲嘉南,2018,11,4.915,930.59
雲嘉南,2018,12,5.303,773.52
雲嘉南,2019,1,5.72,1018.89
雲嘉南,2019,2,4.815,887.62
雲嘉南,2019,3,5.828,851.59
雲嘉南,2019,4,5.498,698.91
雲嘉南,2019,5,5.19,596.07
雲嘉南,2019,6,4.929,275.63
雲嘉南,2019,7,4.87,306.55
雲嘉南,2019,8,4.8,372.31
雲嘉南,2019,9,4.794,573.14
雲嘉南,2019,10,5.208,793.03
雲嘉南,2019,11,5.299,735.0
雲嘉南,2019,12,5.321,649.52
高屏,2016,1,5.714,920.09
高屏,2016,2,6.02,1052.14
高屏,2016,3,7.044,996.92
高屏,2016,4,5.866,679.06
高屏,2016,5,5.694,471.88
高屏,2016,6,5.22,241.11
高屏,2016,7,5.081,321.54
高屏,2016,8,5.137,404.44
高屏,2016,9,5.002,445.64
高屏,2016,10,5.489,672.74
高屏,2016,11,5.843,969.74
高屏,2016,12,6.169,1102.31
高屏,2017,1,5.771,1104.87
高屏,2017,2,5.927,1066.41
高屏,2017,3,6.313,1021.03
高屏,2017,4,5.673,676.15
高屏,2017,5,5.655,578.21
高屏,2017,6,5.995,285.73
高屏,2017,7,5.845,388.21
高屏,2017,8,6.026,419.06
高屏,2017,9,5.489,590.94
高屏,2017,10,5.434,732.48
高屏,2017,11,5.735,989.4
高屏,2017,12,6.204,1024.1
高屏,2018,1,5.888,973.08
高屏,2018,2,5.121,965.38
高屏,2018,3,6.114,819.83
高屏,2018,4,5.316,659.74
高屏,2018,5,5.32,403.42
高屏,2018,6,4.664,330.51
高屏,2018,7,4.95,315.56
高屏,2018,8,4.902,264.36
高屏,2018,9,4.716,471.11
高屏,2018,10,5.229,818.55
高屏,2018,11,5.092,877.95
高屏,2018,12,5.351,861.45
高屏,2019,1,5.779,1012.14
高屏,2019,2,4.769,735.9
高屏,2019,3,5.668,733.68
高屏,2019,4,5.721,630.85
高屏,2019,5,5.383,486.24
高屏,2019,6,5.074,253.59
高屏,2019,7,5.261,284.1
高屏,2019,8,5.185,322.56
高屏,2019,9,5.253,546.32
高屏,2019,10,5.717,746.58
高屏,2019,11,5.119,773.16
高屏,2019,12,5.665,676.84
