region,year,month,case_per_capita(‰),PM2.5
北北基桃竹苗,2018,6,1.734,394.68
北北基桃竹苗,2018,7,1.91,383.65
北北基桃竹苗,2018,8,1.989,394.29
北北基桃竹苗,2018,9,2.138,464.04
北北基桃竹苗,2018,10,2.312,445.26
北北基桃竹苗,2018,11,2.511,457.63
北北基桃竹苗,2018,12,3.823,420.32
北北基桃竹苗,2019,1,7.396,494.81
北北基桃竹苗,2019,2,5.847,505.45
北北基桃竹苗,2019,3,4.482,588.53
北北基桃竹苗,2019,4,2.881,566.41
北北基桃竹苗,2019,5,3.047,433.53
北北基桃竹苗,2019,6,3.396,316.47
北北基桃竹苗,2019,7,3.714,317.95
北北基桃竹苗,2019,8,3.227,334.62
北北基桃竹苗,2019,9,3.363,361.6
北北基桃竹苗,2019,10,3.21,513.53
北北基桃竹苗,2019,11,3.528,415.32
北北基桃竹苗,2019,12,6.044,384.42
宜花東,2016,1,6.043,408.25
宜花東,2016,2,12.937,513.03
宜花東,2016,3,11.439,528.68
宜花東,2016,4,4.563,559.18
宜花東,2016,5,2.835,358.85
宜花東,2016,6,3.182,252.4
宜花東,2016,7,2.071,288.17
宜花東,2016,8,2.019,332.45
宜花東,2016,9,1.953,307.36
宜花東,2016,10,3.194,281.47
宜花東,2016,11,3.389,373.2
宜花東,2016,12,4.77,455.62
宜花東,2017,1,3.518,444.74
宜花東,2017,2,2.751,510.58
宜花東,2017,3,3.814,528.53
宜花東,2017,4,2.892,496.66
宜花東,2017,5,4.788,343.85
宜花東,2017,6,11.098,277.28
宜花東,2017,7,9.591,243.53
宜花東,2017,8,4.006,355.6
宜花東,2017,9,2.668,370.53
宜花東,2017,10,3.748,394.69
宜花東,2017,11,2.973,355.1
宜花東,2017,12,6.156,474.01
宜花東,2018,1,8.661,399.59
宜花東,2018,2,7.874,434.71
宜花東,2018,3,5.833,451.01
宜花東,2018,4,2.334,447.26
宜花東,2018,5,3.465,356.75
宜花東,2018,6,4.296,282.4
宜花東,2018,7,2.406,265.24
宜花東,2018,8,2.364,259.33
宜花東,2018,9,2.413,270.94
宜花東,2018,10,2.634,381.92
宜花東,2018,11,2.957,314.64
宜花東,2018,12,2.887,310.31
宜花東,2019,1,6.685,374.64
宜花東,2019,2,7.069,348.61
宜花東,2019,3,4.475,438.68
宜花東,2019,4,4.28,390.07
宜花東,2019,5,3.992,329.86
宜花東,2019,6,3.848,263.65
宜花東,2019,7,4.495,254.5
宜花東,2019,8,5.104,248.58
宜花東,2019,9,4.537,270.94
宜花東,2019,10,3.539,433.92
宜花東,2019,11,3.51,366.35
宜花東,2019,12,6.202,299.93
雲嘉南,2016,1,5.826,931.97
雲嘉南,2016,2,14.434,1054.06
雲嘉南,2016,3,12.978,1177.21
雲嘉南,2016,4,6.481,958.1
雲嘉南,2016,5,3.824,617.95
雲嘉南,2016,6,2.638,318.41
雲嘉南,2016,7,2.367,389.67
雲嘉南,2016,8,2.751,572.55
雲嘉南,2016,9,2.815,510.85
雲嘉南,2016,10,3.665,835.55
雲嘉南,2016,11,4.377,987.9
雲嘉南,2016,12,4.376,1070.63
雲嘉南,2017,1,4.291,1046.99
雲嘉南,2017,2,3.974,1090.35
雲嘉南,2017,3,4.009,1137.05
雲嘉南,2017,4,3.917,865.55
雲嘉南,2017,5,4.011,703.76
雲嘉南,2017,6,7.575,313.23
雲嘉南,2017,7,9.994,433.03
雲嘉南,2017,8,5.4,427.4
雲嘉南,2017,9,3.184,679.85
雲嘉南,2017,10,2.986,730.09
雲嘉南,2017,11,3.273,835.94
雲嘉南,2017,12,4.571,950.83
雲嘉南,2018,1,6.834,844.26
雲嘉南,2018,2,7.695,1050.85
雲嘉南,2018,3,6.608,1002.64
雲嘉南,2018,4,3.52,859.13
雲嘉南,2018,5,2.505,521.72
雲嘉南,2018,6,2.33,444.1
雲嘉南,2018,7,3.564,411.42
雲嘉南,2018,8,3.477,327.64
雲嘉南,2018,9,3.433,566.4
雲嘉南,2018,10,3.218,862.01
雲嘉南,2018,11,3.103,930.59
雲嘉南,2018,12,4.009,773.52
雲嘉南,2019,1,5.622,1018.89
雲嘉南,2019,2,5.715,887.62
雲嘉南,2019,3,5.24,851.59
雲嘉南,2019,4,3.81,698.91
雲嘉南,2019,5,4.214,596.07
雲嘉南,2019,6,4.212,275.63
雲嘉南,2019,7,5.481,306.55
雲嘉南,2019,8,5.191,372.31
雲嘉南,2019,9,4.907,573.14
雲嘉南,2019,10,3.922,793.03
雲嘉南,2019,11,4.12,735.0
雲嘉南,2019,12,4.969,649.52
高屏,2016,1,5.716,920.09
高屏,2016,2,13.132,1052.14
高屏,2016,3,13.589,996.92
高屏,2016,4,7.39,679.06
高屏,2016,5,4.11,471.88
高屏,2016,6,3.071,241.11
高屏,2016,7,2.952,321.54
高屏,2016,8,3.528,404.44
高屏,2016,9,3.473,445.64
高屏,2016,10,4.068,672.74
高屏,2016,11,4.854,969.74
高屏,2016,12,5.203,1102.31
高屏,2017,1,5.068,1104.87
高屏,2017,2,4.843,1066.41
高屏,2017,3,4.742,1021.03
高屏,2017,4,3.981,676.15
高屏,2017,5,4.547,578.21
高屏,2017,6,9.153,285.73
高屏,2017,7,11.343,388.21
高屏,2017,8,6.567,419.06
高屏,2017,9,3.894,590.94
高屏,2017,10,3.724,732.48
高屏,2017,11,3.907,989.4
高屏,2017,12,5.274,1024.1
高屏,2018,1,7.374,973.08
高屏,2018,2,8.532,965.38
高屏,2018,3,7.537,819.83
高屏,2018,4,3.762,659.74
高屏,2018,5,2.85,403.42
高屏,2018,6,2.664,330.51
高屏,2018,7,3.851,315.56
高屏,2018,8,3.872,264.36
高屏,2018,9,3.847,471.11
高屏,2018,10,3.468,818.55
高屏,2018,11,3.709,877.95
高屏,2018,12,4.255,861.45
高屏,2019,1,5.952,1012.14
高屏,2019,2,5.851,735.9
高屏,2019,3,5.213,733.68
高屏,2019,4,3.735,630.85
高屏,2019,5,4.24,486.24
高屏,2019,6,4.773,253.59
高屏,2019,7,6.175,284.1
高屏,2019,8,5.079,322.56
高屏,2019,9,5.653,546.32
高屏,2019,10,4.094,746.58
高屏,2019,11,4.231,773.16
高屏,2019,12,4.992,676.84
