region,year,month,case_per_capita(‰),PM2.5
宜花東,2017,9,15.295,370.53
宜花東,2017,10,17.958,394.69
宜花東,2017,11,20.617,355.1
宜花東,2017,12,27.413,474.01
宜花東,2018,1,24.622,399.59
宜花東,2018,2,22.277,434.71
宜花東,2018,3,23.542,451.01
宜花東,2018,4,19.929,447.26
宜花東,2018,5,17.732,356.75
宜花東,2018,6,14.861,282.4
宜花東,2018,7,15.087,265.24
宜花東,2018,8,14.605,259.33
宜花東,2018,9,15.567,270.94
宜花東,2018,10,17.384,381.92
宜花東,2018,11,16.895,314.64
宜花東,2018,12,22.389,310.31
宜花東,2019,1,21.977,374.64
宜花東,2019,2,20.389,348.61
宜花東,2019,3,21.486,438.68
宜花東,2019,4,18.578,390.07
宜花東,2019,5,18.486,329.86
宜花東,2019,6,16.93,263.65
宜花東,2019,7,15.382,254.5
宜花東,2019,8,14.924,248.58
宜花東,2019,9,15.477,270.94
宜花東,2019,10,17.545,433.92
宜花東,2019,11,18.698,366.35
宜花東,2019,12,23.025,299.93
雲嘉南,2016,1,31.229,931.97
雲嘉南,2016,2,38.391,1054.06
雲嘉南,2016,3,36.838,1177.21
雲嘉南,2016,4,27.439,958.1
雲嘉南,2016,5,23.165,617.95
雲嘉南,2016,6,19.189,318.41
雲嘉南,2016,7,19.159,389.67
雲嘉南,2016,8,21.022,572.55
雲嘉南,2016,9,19.808,510.85
雲嘉南,2016,10,22.256,835.55
雲嘉南,2016,11,25.787,987.9
雲嘉南,2016,12,29.223,1070.63
雲嘉南,2017,1,29.925,1046.99
雲嘉南,2017,2,30.862,1090.35
雲嘉南,2017,3,30.061,1137.05
雲嘉南,2017,4,24.99,865.55
雲嘉南,2017,5,23.391,703.76
雲嘉南,2017,6,21.227,313.23
雲嘉南,2017,7,21.412,433.03
雲嘉南,2017,8,19.22,427.4
雲嘉南,2017,9,19.497,679.85
雲嘉南,2017,10,22.376,730.09
雲嘉南,2017,11,24.828,835.94
雲嘉南,2017,12,32.713,950.83
雲嘉南,2018,1,30.88,844.26
雲嘉南,2018,2,27.568,1050.85
雲嘉南,2018,3,29.988,1002.64
雲嘉南,2018,4,24.304,859.13
雲嘉南,2018,5,18.819,521.72
雲嘉南,2018,6,16.648,444.1
雲嘉南,2018,7,17.218,411.42
雲嘉南,2018,8,18.855,327.64
雲嘉南,2018,9,19.762,566.4
雲嘉南,2018,10,21.552,862.01
雲嘉南,2018,11,22.009,930.59
雲嘉南,2018,12,26.74,773.52
雲嘉南,2019,1,29.97,1018.89
雲嘉南,2019,2,25.262,887.62
雲嘉南,2019,3,25.914,851.59
雲嘉南,2019,4,23.091,698.91
雲嘉南,2019,5,20.925,596.07
雲嘉南,2019,6,18.705,275.63
雲嘉南,2019,7,19.014,306.55
雲嘉南,2019,8,18.704,372.31
雲嘉南,2019,9,20.826,573.14
雲嘉南,2019,10,21.539,793.03
雲嘉南,2019,11,23.796,735.0
雲嘉南,2019,12,28.363,649.52
高屏,2016,1,24.672,920.09
高屏,2016,2,29.708,1052.14
高屏,2016,3,28.218,996.92
高屏,2016,4,20.876,679.06
高屏,2016,5,17.946,471.88
高屏,2016,6,15.542,241.11
高屏,2016,7,15.234,321.54
高屏,2016,8,17.202,404.44
高屏,2016,9,16.392,445.64
高屏,2016,10,18.005,672.74
高屏,2016,11,20.836,969.74
高屏,2016,12,24.587,1102.31
高屏,2017,1,25.201,1104.87
高屏,2017,2,25.55,1066.41
高屏,2017,3,24.243,1021.03
高屏,2017,4,20.162,676.15
高屏,2017,5,19.073,578.21
高屏,2017,6,18.335,285.73
高屏,2017,7,18.754,388.21
高屏,2017,8,16.584,419.06
高屏,2017,9,17.226,590.94
高屏,2017,10,19.125,732.48
高屏,2017,11,22.173,989.4
高屏,2017,12,28.122,1024.1
高屏,2018,1,25.523,973.08
高屏,2018,2,23.993,965.38
高屏,2018,3,24.277,819.83
高屏,2018,4,19.795,659.74
高屏,2018,5,15.985,403.42
高屏,2018,6,14.243,330.51
高屏,2018,7,15.913,315.56
高屏,2018,8,16.775,264.36
高屏,2018,9,17.713,471.11
高屏,2018,10,18.916,818.55
高屏,2018,11,19.566,877.95
高屏,2018,12,23.854,861.45
高屏,2019,1,26.692,1012.14
高屏,2019,2,21.282,735.9
高屏,2019,3,21.132,733.68
高屏,2019,4,19.486,630.85
高屏,2019,5,18.293,486.24
高屏,2019,6,16.13,253.59
高屏,2019,7,16.92,284.1
高屏,2019,8,16.281,322.56
高屏,2019,9,18.024,546.32
高屏,2019,10,18.918,746.58
高屏,2019,11,21.232,773.16
高屏,2019,12,25.733,676.84
