region,year,month,case_per_capita(‰),PM2.5
宜花東,2019,11,7.731,366.35
宜花東,2019,12,9.422,299.93
雲嘉南,2016,1,5.447,931.97
雲嘉南,2016,2,5.724,1054.06
雲嘉南,2016,3,6.65,1177.21
雲嘉南,2016,4,5.486,958.1
雲嘉南,2016,5,4.737,617.95
雲嘉南,2016,6,4.514,318.41
雲嘉南,2016,7,3.801,389.67
雲嘉南,2016,8,4.471,572.55
雲嘉南,2016,9,3.814,510.85
雲嘉南,2016,10,4.495,835.55
雲嘉南,2016,11,4.657,987.9
雲嘉南,2016,12,5.131,1070.63
雲嘉南,2017,1,5.458,1046.99
雲嘉南,2017,2,5.253,1090.35
雲嘉南,2017,3,5.853,1137.05
雲嘉南,2017,4,4.908,865.55
雲嘉南,2017,5,4.989,703.76
雲嘉南,2017,6,4.556,313.23
雲嘉南,2017,7,4.675,433.03
雲嘉南,2017,8,4.206,427.4
雲嘉南,2017,9,4.167,679.85
雲嘉南,2017,10,4.434,730.09
雲嘉南,2017,11,4.842,835.94
雲嘉南,2017,12,5.344,950.83
雲嘉南,2018,1,5.084,844.26
雲嘉南,2018,2,4.689,1050.85
雲嘉南,2018,3,5.387,1002.64
雲嘉南,2018,4,4.79,859.13
雲嘉南,2018,5,4.028,521.72
雲嘉南,2018,6,3.689,444.1
雲嘉南,2018,7,4.129,411.42
雲嘉南,2018,8,3.808,327.64
雲嘉南,2018,9,3.845,566.4
雲嘉南,2018,10,4.468,862.01
雲嘉南,2018,11,4.543,930.59
雲嘉南,2018,12,4.867,773.52
雲嘉南,2019,1,5.29,1018.89
雲嘉南,2019,2,4.437,887.62
雲嘉南,2019,3,5.154,851.59
雲嘉南,2019,4,5.124,698.91
雲嘉南,2019,5,4.748,596.07
雲嘉南,2019,6,4.338,275.63
雲嘉南,2019,7,4.407,306.55
雲嘉南,2019,8,4.276,372.31
雲嘉南,2019,9,4.659,573.14
雲嘉南,2019,10,4.859,793.03
雲嘉南,2019,11,4.657,735.0
雲嘉南,2019,12,5.371,649.52
高屏,2016,1,5.051,920.09
高屏,2016,2,5.097,1052.14
高屏,2016,3,5.855,996.92
高屏,2016,4,4.654,679.06
高屏,2016,5,4.558,471.88
高屏,2016,6,4.225,241.11
高屏,2016,7,4.06,321.54
高屏,2016,8,4.372,404.44
高屏,2016,9,3.931,445.64
高屏,2016,10,4.457,672.74
高屏,2016,11,4.894,969.74
高屏,2016,12,5.131,1102.31
高屏,2017,1,5.122,1104.87
高屏,2017,2,5.004,1066.41
高屏,2017,3,5.424,1021.03
高屏,2017,4,4.694,676.15
高屏,2017,5,4.864,578.21
高屏,2017,6,4.802,285.73
高屏,2017,7,4.512,388.21
高屏,2017,8,4.485,419.06
高屏,2017,9,4.352,590.94
高屏,2017,10,4.479,732.48
高屏,2017,11,4.97,989.4
高屏,2017,12,5.408,1024.1
高屏,2018,1,4.959,973.08
高屏,2018,2,4.337,965.38
高屏,2018,3,5.147,819.83
高屏,2018,4,4.54,659.74
高屏,2018,5,4.592,403.42
高屏,2018,6,3.927,330.51
高屏,2018,7,4.367,315.56
高屏,2018,8,4.321,264.36
高屏,2018,9,4.267,471.11
高屏,2018,10,4.937,818.55
高屏,2018,11,4.688,877.95
高屏,2018,12,5.012,861.45
高屏,2019,1,5.717,1012.14
高屏,2019,2,4.689,735.9
高屏,2019,3,5.075,733.68
高屏,2019,4,5.191,630.85
高屏,2019,5,5.053,486.24
高屏,2019,6,4.638,253.59
高屏,2019,7,4.931,284.1
高屏,2019,8,4.886,322.56
高屏,2019,9,4.568,546.32
高屏,2019,10,4.929,746.58
高屏,2019,11,5.142,773.16
高屏,2019,12,5.441,676.84
