region,year,month,case_per_capita(‰),PM2.5
宜花東,2018,11,16.856,314.64
宜花東,2018,12,18.361,310.31
宜花東,2019,1,20.941,374.64
宜花東,2019,2,16.829,348.61
宜花東,2019,3,19.433,438.68
宜花東,2019,4,17.943,390.07
宜花東,2019,5,17.71,329.86
宜花東,2019,6,15.989,263.65
宜花東,2019,7,16.451,254.5
宜花東,2019,8,16.254,248.58
宜花東,2019,9,15.941,270.94
宜花東,2019,10,18.439,433.92
宜花東,2019,11,18.404,366.35
宜花東,2019,12,19.591,299.93
雲嘉南,2016,1,21.92,931.97
雲嘉南,2016,2,23.484,1054.06
雲嘉南,2016,3,23.983,1177.21
雲嘉南,2016,4,20.409,958.1
雲嘉南,2016,5,18.192,617.95
雲嘉南,2016,6,16.958,318.41
雲嘉南,2016,7,17.168,389.67
雲嘉南,2016,8,17.579,572.55
雲嘉南,2016,9,16.997,510.85
雲嘉南,2016,10,19.418,835.55
雲嘉南,2016,11,20.206,987.9
雲嘉南,2016,12,21.463,1070.63
雲嘉南,2017,1,22.213,1046.99
雲嘉南,2017,2,21.128,1090.35
雲嘉南,2017,3,22.296,1137.05
雲嘉南,2017,4,19.131,865.55
雲嘉南,2017,5,19.092,703.76
雲嘉南,2017,6,18.04,313.23
雲嘉南,2017,7,17.53,433.03
雲嘉南,2017,8,17.705,427.4
雲嘉南,2017,9,17.191,679.85
雲嘉南,2017,10,18.789,730.09
雲嘉南,2017,11,19.727,835.94
雲嘉南,2017,12,22.435,950.83
雲嘉南,2018,1,20.166,844.26
雲嘉南,2018,2,18.495,1050.85
雲嘉南,2018,3,20.679,1002.64
雲嘉南,2018,4,18.362,859.13
雲嘉南,2018,5,16.713,521.72
雲嘉南,2018,6,14.688,444.1
雲嘉南,2018,7,15.979,411.42
雲嘉南,2018,8,15.56,327.64
雲嘉南,2018,9,16.345,566.4
雲嘉南,2018,10,18.06,862.01
雲嘉南,2018,11,17.476,930.59
雲嘉南,2018,12,19.699,773.52
雲嘉南,2019,1,21.956,1018.89
雲嘉南,2019,2,17.241,887.62
雲嘉南,2019,3,19.449,851.59
雲嘉南,2019,4,17.893,698.91
雲嘉南,2019,5,17.454,596.07
雲嘉南,2019,6,16.035,275.63
雲嘉南,2019,7,16.785,306.55
雲嘉南,2019,8,16.102,372.31
雲嘉南,2019,9,17.029,573.14
雲嘉南,2019,10,17.922,793.03
雲嘉南,2019,11,18.939,735.0
雲嘉南,2019,12,20.794,649.52
高屏,2016,1,18.977,920.09
高屏,2016,2,19.081,1052.14
高屏,2016,3,19.998,996.92
高屏,2016,4,17.502,679.06
高屏,2016,5,16.341,471.88
高屏,2016,6,15.209,241.11
高屏,2016,7,15.308,321.54
高屏,2016,8,16.222,404.44
高屏,2016,9,15.106,445.64
高屏,2016,10,16.734,672.74
高屏,2016,11,18.044,969.74
高屏,2016,12,19.844,1102.31
高屏,2017,1,19.884,1104.87
高屏,2017,2,18.463,1066.41
高屏,2017,3,19.272,1021.03
高屏,2017,4,17.79,676.15
高屏,2017,5,17.016,578.21
高屏,2017,6,16.971,285.73
高屏,2017,7,16.644,388.21
高屏,2017,8,16.257,419.06
高屏,2017,9,16.539,590.94
高屏,2017,10,17.259,732.48
高屏,2017,11,18.499,989.4
高屏,2017,12,21.007,1024.1
高屏,2018,1,18.102,973.08
高屏,2018,2,16.77,965.38
高屏,2018,3,18.316,819.83
高屏,2018,4,15.901,659.74
高屏,2018,5,15.504,403.42
高屏,2018,6,13.69,330.51
高屏,2018,7,14.835,315.56
高屏,2018,8,14.682,264.36
高屏,2018,9,14.674,471.11
高屏,2018,10,16.647,818.55
高屏,2018,11,16.365,877.95
高屏,2018,12,18.433,861.45
高屏,2019,1,20.417,1012.14
高屏,2019,2,15.354,735.9
高屏,2019,3,17.298,733.68
高屏,2019,4,16.808,630.85
高屏,2019,5,16.174,486.24
高屏,2019,6,15.023,253.59
高屏,2019,7,16.053,284.1
高屏,2019,8,15.419,322.56
高屏,2019,9,16.171,546.32
高屏,2019,10,17.083,746.58
高屏,2019,11,17.952,773.16
高屏,2019,12,19.536,676.84
