town,year,month,PM2.5
高雄市旗津區,2018,11,990.0
高雄市杉林區,2018,11,831.0
高雄市林園區,2018,11,1130.0
高雄市桃源區,2018,11,870.0
高雄市梓官區,2018,11,1260.0
高雄市楠梓區,2018,11,1207.5
高雄市橋頭區,2018,11,1380.0
高雄市永安區,2018,11,1120.0
高雄市湖內區,2018,11,1020.0
高雄市燕巢區,2018,11,1174.29
高雄市田寮區,2018,11,1038.75
高雄市甲仙區,2018,11,908.57
高雄市美濃區,2018,11,744.0
高雄市苓雅區,2018,11,990.0
高雄市茂林區,2018,11,870.0
高雄市茄萣區,2018,11,1020.0
高雄市路竹區,2018,11,1116.0
高雄市阿蓮區,2018,11,1125.0
高雄市鳥松區,2018,11,1010.0
高雄市鳳山區,2018,11,1035.0
高雄市鼓山區,2018,11,960.0
南投縣中寮鄉,2018,12,592.5
南投縣仁愛鄉,2018,12,620.0
南投縣信義鄉,2018,12,660.0
南投縣南投市,2018,12,570.0
南投縣名間鄉,2018,12,656.25
南投縣國姓鄉,2018,12,570.0
南投縣埔里鎮,2018,12,630.0
南投縣水里鄉,2018,12,670.0
南投縣竹山鎮,2018,12,846.43
南投縣草屯鎮,2018,12,551.25
南投縣集集鎮,2018,12,670.0
南投縣魚池鄉,2018,12,630.0
南投縣鹿谷鄉,2018,12,777.0
嘉義市東區,2018,12,750.0
嘉義市西區,2018,12,750.0
嘉義縣中埔鄉,2018,12,759.0
嘉義縣六腳鄉,2018,12,700.0
嘉義縣大埔鄉,2018,12,792.0
嘉義縣大林鎮,2018,12,750.0
嘉義縣太保市,2018,12,737.14
嘉義縣布袋鎮,2018,12,745.0
嘉義縣新港鄉,2018,12,775.0
嘉義縣朴子市,2018,12,660.0
嘉義縣東石鄉,2018,12,681.43
嘉義縣梅山鄉,2018,12,760.0
嘉義縣民雄鄉,2018,12,754.29
嘉義縣水上鄉,2018,12,756.0
嘉義縣溪口鄉,2018,12,750.0
嘉義縣番路鄉,2018,12,753.75
嘉義縣竹崎鄉,2018,12,750.0
嘉義縣義竹鄉,2018,12,800.0
嘉義縣鹿草鄉,2018,12,735.0
基隆市七堵區,2018,12,305.0
基隆市仁愛區,2018,12,300.0
基隆市信義區,2018,12,300.0
基隆市安樂區,2018,12,345.0
基隆市暖暖區,2018,12,300.0
宜蘭縣三星鄉,2018,12,273.33
宜蘭縣五結鄉,2018,12,232.5
宜蘭縣冬山鄉,2018,12,221.25
宜蘭縣南澳鄉,2018,12,245.22
宜蘭縣員山鄉,2018,12,285.0
宜蘭縣壯圍鄉,2018,12,270.0
宜蘭縣大同鄉,2018,12,293.08
宜蘭縣宜蘭市,2018,12,270.0
宜蘭縣礁溪鄉,2018,12,273.75
宜蘭縣蘇澳鎮,2018,12,222.0
宜蘭縣頭城鎮,2018,12,304.29
屏東縣三地門鄉,2018,12,893.08
屏東縣九如鄉,2018,12,1042.5
屏東縣佳冬鄉,2018,12,1050.0
屏東縣來義鄉,2018,12,1031.25
屏東縣內埔鄉,2018,12,1042.5
屏東縣南州鄉,2018,12,1080.0
屏東縣屏東市,2018,12,1080.0
屏東縣崁頂鄉,2018,12,1070.0
屏東縣恆春鎮,2018,12,247.5
屏東縣新園鄉,2018,12,1140.0
屏東縣新埤鄉,2018,12,1050.0
屏東縣春日鄉,2018,12,1006.36
屏東縣東港鎮,2018,12,1130.0
屏東縣枋寮鄉,2018,12,1044.0
屏東縣枋山鄉,2018,12,922.5
屏東縣林邊鄉,2018,12,1080.0
屏東縣泰武鄉,2018,12,1038.0
屏東縣滿州鄉,2018,12,282.0
屏東縣潮州鎮,2018,12,1050.0
屏東縣牡丹鄉,2018,12,491.25
屏東縣獅子鄉,2018,12,785.22
屏東縣琉球鄉,2018,12,1050.0
屏東縣瑪家鄉,2018,12,996.0
屏東縣竹田鄉,2018,12,1050.0
屏東縣萬丹鄉,2018,12,1085.0
屏東縣萬巒鄉,2018,12,1050.0
屏東縣車城鄉,2018,12,330.0
屏東縣里港鄉,2018,12,850.0
屏東縣長治鄉,2018,12,1065.0
屏東縣霧臺鄉,2018,12,900.0
屏東縣高樹鄉,2018,12,835.71
屏東縣鹽埔鄉,2018,12,990.0
屏東縣麟洛鄉,2018,12,1080.0
彰化縣二林鎮,2018,12,633.75
彰化縣二水鄉,2018,12,787.5
彰化縣伸港鄉,2018,12,577.5
彰化縣北斗鎮,2018,12,660.0
彰化縣和美鎮,2018,12,555.0
彰化縣員林市,2018,12,570.0
彰化縣埔心鄉,2018,12,570.0
彰化縣埔鹽鄉,2018,12,600.0
彰化縣埤頭鄉,2018,12,636.0
彰化縣大城鄉,2018,12,660.0
彰化縣大村鄉,2018,12,555.0
彰化縣彰化市,2018,12,525.0
彰化縣永靖鄉,2018,12,600.0
彰化縣溪州鄉,2018,12,720.0
彰化縣溪湖鎮,2018,12,615.0
彰化縣田中鎮,2018,12,645.0
彰化縣田尾鄉,2018,12,630.0
彰化縣社頭鄉,2018,12,600.0
彰化縣福興鄉,2018,12,585.0
彰化縣秀水鄉,2018,12,540.0
彰化縣竹塘鄉,2018,12,652.5
彰化縣線西鄉,2018,12,600.0
彰化縣芬園鄉,2018,12,522.0
彰化縣花壇鄉,2018,12,540.0
彰化縣芳苑鄉,2018,12,627.69
彰化縣鹿港鎮,2018,12,580.0
新北市三峽區,2018,12,398.57
新北市三芝區,2018,12,210.0
新北市三重區,2018,12,330.0
新北市中和區,2018,12,360.0
新北市五股區,2018,12,320.0
新北市八里區,2018,12,330.0
新北市土城區,2018,12,440.0
新北市坪林區,2018,12,324.0
新北市平溪區,2018,12,303.75
新北市新店區,2018,12,336.0
新北市新莊區,2018,12,360.0
新北市板橋區,2018,12,390.0
新北市林口區,2018,12,335.0
新北市樹林區,2018,12,400.0
新北市永和區,2018,12,390.0
新北市汐止區,2018,12,282.86
新北市淡水區,2018,12,275.0
新北市深坑區,2018,12,330.0
新北市烏來區,2018,12,343.33
新北市瑞芳區,2018,12,300.0
新北市石碇區,2018,12,323.08
新北市石門區,2018,12,270.0
新北市萬里區,2018,12,340.0
新北市蘆洲區,2018,12,300.0
新北市貢寮區,2018,12,330.0
新北市金山區,2018,12,270.0
新北市雙溪區,2018,12,313.85
新北市鶯歌區,2018,12,420.0
新竹市北區,2018,12,570.0
新竹市東區,2018,12,570.0
新竹市香山區,2018,12,540.0
新竹縣五峰鄉,2018,12,450.0
新竹縣北埔鄉,2018,12,435.0
新竹縣寶山鄉,2018,12,515.0
新竹縣尖石鄉,2018,12,450.0
新竹縣峨眉鄉,2018,12,468.0
新竹縣新埔鎮,2018,12,475.0
新竹縣新豐鄉,2018,12,486.0
新竹縣橫山鄉,2018,12,430.0
新竹縣湖口鄉,2018,12,457.5
新竹縣竹北市,2018,12,540.0
新竹縣竹東鎮,2018,12,450.0
新竹縣芎林鄉,2018,12,435.0
新竹縣關西鎮,2018,12,450.0
桃園市中壢區,2018,12,535.0
桃園市八德區,2018,12,480.0
桃園市大園區,2018,12,453.75
桃園市大溪區,2018,12,452.73
桃園市平鎮區,2018,12,540.0
桃園市復興區,2018,12,424.29
桃園市新屋區,2018,12,552.86
桃園市桃園區,2018,12,450.0
桃園市楊梅區,2018,12,493.33
桃園市蘆竹區,2018,12,411.43
桃園市觀音區,2018,12,609.0
桃園市龍潭區,2018,12,461.25
桃園市龜山區,2018,12,384.0
臺中市北屯區,2018,12,465.0
臺中市南屯區,2018,12,520.0
臺中市后里區,2018,12,465.0
臺中市外埔區,2018,12,480.0
臺中市大安區,2018,12,510.0
臺中市大甲區,2018,12,480.0
臺中市大肚區,2018,12,525.0
臺中市大里區,2018,12,396.0
臺中市大雅區,2018,12,502.5
臺中市太平區,2018,12,457.5
臺中市新社區,2018,12,474.0
臺中市東勢區,2018,12,471.43
臺中市東區,2018,12,450.0
臺中市梧棲區,2018,12,500.0
臺中市沙鹿區,2018,12,480.0
臺中市清水區,2018,12,490.0
臺中市潭子區,2018,12,465.0
臺中市烏日區,2018,12,470.0
臺中市石岡區,2018,12,450.0
臺中市神岡區,2018,12,460.0
臺中市西區,2018,12,510.0
臺中市西屯區,2018,12,525.0
臺中市豐原區,2018,12,450.0
臺中市霧峰區,2018,12,457.5
臺中市龍井區,2018,12,510.0
臺北市中山區,2018,12,360.0
臺北市中正區,2018,12,360.0
臺北市信義區,2018,12,330.0
臺北市內湖區,2018,12,330.0
臺北市北投區,2018,12,275.0
臺北市南港區,2018,12,315.0
臺北市士林區,2018,12,285.0
臺北市文山區,2018,12,330.0
臺北市松山區,2018,12,330.0
臺北市萬華區,2018,12,300.0
臺南市七股區,2018,12,803.57
臺南市下營區,2018,12,880.0
臺南市中西區,2018,12,780.0
臺南市仁德區,2018,12,815.0
臺南市佳里區,2018,12,802.5
臺南市六甲區,2018,12,864.0
臺南市北區,2018,12,780.0
臺南市北門區,2018,12,810.0
臺南市南化區,2018,12,810.0
臺南市南區,2018,12,780.0
臺南市善化區,2018,12,780.0
臺南市大內區,2018,12,810.0
臺南市學甲區,2018,12,820.0
臺南市安南區,2018,12,783.0
臺南市安定區,2018,12,780.0
臺南市官田區,2018,12,832.5
臺南市將軍區,2018,12,810.0
臺南市山上區,2018,12,795.0
臺南市左鎮區,2018,12,818.57
臺南市後壁區,2018,12,870.0
臺南市新化區,2018,12,802.5
臺南市新市區,2018,12,780.0
臺南市新營區,2018,12,920.0
臺南市東區,2018,12,780.0
臺南市東山區,2018,12,852.0
臺南市柳營區,2018,12,904.29
臺南市楠西區,2018,12,815.45
臺南市歸仁區,2018,12,840.0
臺南市永康區,2018,12,780.0
臺南市玉井區,2018,12,810.0
臺南市白河區,2018,12,791.54
臺南市西港區,2018,12,780.0
臺南市關廟區,2018,12,864.0
臺南市鹽水區,2018,12,882.0
臺南市麻豆區,2018,12,810.0
臺南市龍崎區,2018,12,845.0
臺東縣卑南鄉,2018,12,302.73
臺東縣大武鄉,2018,12,834.0
臺東縣太麻里鄉,2018,12,592.5
臺東縣延平鄉,2018,12,291.43
臺東縣成功鎮,2018,12,240.0
臺東縣東河鄉,2018,12,248.82
臺東縣池上鄉,2018,12,257.14
臺東縣海端鄉,2018,12,265.0
臺東縣綠島鄉,2018,12,210.0
臺東縣臺東市,2018,12,218.18
臺東縣蘭嶼鄉,2018,12,210.0
臺東縣達仁鄉,2018,12,852.0
臺東縣金峰鄉,2018,12,763.64
臺東縣長濱鄉,2018,12,282.5
臺東縣關山鎮,2018,12,240.0
臺東縣鹿野鄉,2018,12,265.0
花蓮縣光復鄉,2018,12,307.5
花蓮縣卓溪鄉,2018,12,332.31
花蓮縣吉安鄉,2018,12,120.0
花蓮縣壽豐鄉,2018,12,130.0
花蓮縣富里鄉,2018,12,270.0
花蓮縣新城鄉,2018,12,120.0
花蓮縣玉里鎮,2018,12,316.36
花蓮縣瑞穗鄉,2018,12,353.08
花蓮縣秀林鄉,2018,12,161.54
花蓮縣花蓮市,2018,12,120.0
花蓮縣萬榮鄉,2018,12,315.0
花蓮縣豐濱鄉,2018,12,255.88
花蓮縣鳳林鎮,2018,12,204.0
苗栗縣三灣鄉,2018,12,480.0
苗栗縣三義鄉,2018,12,480.0
苗栗縣公館鄉,2018,12,535.71
苗栗縣卓蘭鎮,2018,12,480.0
苗栗縣南庄鄉,2018,12,483.75
苗栗縣大湖鄉,2018,12,490.0
苗栗縣後龍鎮,2018,12,536.67
苗栗縣泰安鄉,2018,12,510.0
苗栗縣獅潭鄉,2018,12,522.86
苗栗縣竹南鎮,2018,12,480.0
苗栗縣苑裡鎮,2018,12,486.0
苗栗縣苗栗市,2018,12,560.0
苗栗縣西湖鄉,2018,12,540.0
苗栗縣通霄鎮,2018,12,507.27
苗栗縣造橋鄉,2018,12,522.0
苗栗縣銅鑼鄉,2018,12,498.75
苗栗縣頭份市,2018,12,484.29
苗栗縣頭屋鄉,2018,12,532.5
雲林縣二崙鄉,2018,12,690.0
雲林縣元長鄉,2018,12,720.0
雲林縣北港鎮,2018,12,750.0
雲林縣口湖鄉,2018,12,686.67
雲林縣古坑鄉,2018,12,793.85
雲林縣四湖鄉,2018,12,640.0
雲林縣土庫鎮,2018,12,696.0
雲林縣大埤鄉,2018,12,730.0
雲林縣崙背鄉,2018,12,690.0
雲林縣斗六市,2018,12,813.0
雲林縣斗南鎮,2018,12,762.0
雲林縣東勢鄉,2018,12,648.0
雲林縣林內鄉,2018,12,825.0
雲林縣水林鄉,2018,12,697.5
雲林縣臺西鄉,2018,12,635.0
雲林縣莿桐鄉,2018,12,780.0
雲林縣虎尾鎮,2018,12,728.57
雲林縣褒忠鄉,2018,12,680.0
雲林縣西螺鎮,2018,12,712.5
雲林縣麥寮鄉,2018,12,657.5
高雄市三民區,2018,12,960.0
高雄市仁武區,2018,12,1010.0
高雄市內門區,2018,12,795.0
高雄市六龜區,2018,12,782.31
高雄市前金區,2018,12,960.0
高雄市前鎮區,2018,12,980.0
高雄市大寮區,2018,12,1062.86
高雄市大樹區,2018,12,1037.14
高雄市大社區,2018,12,1065.0
高雄市小港區,2018,12,1020.0
高雄市岡山區,2018,12,1080.0
高雄市左營區,2018,12,885.0
高雄市彌陀區,2018,12,1050.0
高雄市旗山區,2018,12,785.45
高雄市旗津區,2018,12,990.0
高雄市杉林區,2018,12,780.0
高雄市林園區,2018,12,1170.0
高雄市桃源區,2018,12,795.0
高雄市梓官區,2018,12,1080.0
高雄市楠梓區,2018,12,1072.5
高雄市橋頭區,2018,12,1140.0
高雄市永安區,2018,12,990.0
高雄市湖內區,2018,12,870.0
高雄市燕巢區,2018,12,1058.57
高雄市田寮區,2018,12,952.5
高雄市甲仙區,2018,12,810.0
高雄市美濃區,2018,12,711.0
高雄市苓雅區,2018,12,990.0
高雄市茂林區,2018,12,810.0
高雄市茄萣區,2018,12,900.0
高雄市路竹區,2018,12,984.0
高雄市阿蓮區,2018,12,990.0
高雄市鳥松區,2018,12,1010.0
高雄市鳳山區,2018,12,1035.0
高雄市鼓山區,2018,12,900.0
南投縣中寮鄉,2019,1,727.5
南投縣仁愛鄉,2019,1,630.0
南投縣信義鄉,2019,1,750.0
南投縣南投市,2019,1,724.29
南投縣名間鄉,2019,1,787.5
南投縣國姓鄉,2019,1,642.5
南投縣埔里鎮,2019,1,632.14
南投縣水里鄉,2019,1,760.0
南投縣竹山鎮,2019,1,900.0
南投縣草屯鎮,2019,1,693.75
南投縣集集鎮,2019,1,790.0
南投縣魚池鄉,2019,1,677.14
南投縣鹿谷鄉,2019,1,858.0
嘉義市東區,2019,1,1110.0
嘉義市西區,2019,1,1110.0
嘉義縣中埔鄉,2019,1,1071.0
嘉義縣六腳鄉,2019,1,950.0
嘉義縣大埔鄉,2019,1,1034.0
嘉義縣大林鎮,2019,1,995.0
嘉義縣太保市,2019,1,1011.43
嘉義縣布袋鎮,2019,1,990.0
嘉義縣新港鄉,2019,1,995.0
嘉義縣朴子市,2019,1,930.0
嘉義縣東石鄉,2019,1,930.0
嘉義縣梅山鄉,2019,1,975.0
嘉義縣民雄鄉,2019,1,1041.43
嘉義縣水上鄉,2019,1,1086.0
嘉義縣溪口鄉,2019,1,990.0
嘉義縣番路鄉,2019,1,1023.75
嘉義縣竹崎鄉,2019,1,1035.0
嘉義縣義竹鄉,2019,1,1023.33
嘉義縣鹿草鄉,2019,1,995.0
基隆市七堵區,2019,1,390.0
基隆市仁愛區,2019,1,360.0
基隆市信義區,2019,1,360.0
基隆市安樂區,2019,1,390.0
基隆市暖暖區,2019,1,390.0
宜蘭縣三星鄉,2019,1,323.33
宜蘭縣五結鄉,2019,1,277.5
宜蘭縣冬山鄉,2019,1,258.75
宜蘭縣南澳鄉,2019,1,300.0
宜蘭縣員山鄉,2019,1,336.0
宜蘭縣壯圍鄉,2019,1,310.0
宜蘭縣大同鄉,2019,1,357.69
宜蘭縣宜蘭市,2019,1,300.0
宜蘭縣礁溪鄉,2019,1,326.25
宜蘭縣蘇澳鎮,2019,1,267.0
宜蘭縣頭城鎮,2019,1,377.14
屏東縣三地門鄉,2019,1,1068.46
屏東縣九如鄉,2019,1,1192.5
屏東縣佳冬鄉,2019,1,1200.0
屏東縣來義鄉,2019,1,1170.0
屏東縣內埔鄉,2019,1,1192.5
屏東縣南州鄉,2019,1,1200.0
屏東縣屏東市,2019,1,1212.86
屏東縣崁頂鄉,2019,1,1210.0
屏東縣恆春鎮,2019,1,225.0
屏東縣新園鄉,2019,1,1250.0
屏東縣新埤鄉,2019,1,1170.0
屏東縣春日鄉,2019,1,1156.36
屏東縣東港鎮,2019,1,1230.0
屏東縣枋寮鄉,2019,1,1182.0
屏東縣枋山鄉,2019,1,1057.5
屏東縣林邊鄉,2019,1,1200.0
屏東縣泰武鄉,2019,1,1170.0
屏東縣滿州鄉,2019,1,278.0
屏東縣潮州鎮,2019,1,1170.0
屏東縣牡丹鄉,2019,1,541.88
屏東縣獅子鄉,2019,1,902.61
屏東縣琉球鄉,2019,1,1230.0
屏東縣瑪家鄉,2019,1,1170.0
屏東縣竹田鄉,2019,1,1200.0
屏東縣萬丹鄉,2019,1,1250.0
屏東縣萬巒鄉,2019,1,1180.0
屏東縣車城鄉,2019,1,340.0
屏東縣里港鄉,2019,1,1030.0
屏東縣長治鄉,2019,1,1200.0
屏東縣霧臺鄉,2019,1,1080.0
屏東縣高樹鄉,2019,1,998.57
屏東縣鹽埔鄉,2019,1,1155.0
屏東縣麟洛鄉,2019,1,1215.0
彰化縣二林鎮,2019,1,750.0
彰化縣二水鄉,2019,1,877.5
彰化縣伸港鄉,2019,1,720.0
彰化縣北斗鎮,2019,1,810.0
彰化縣和美鎮,2019,1,720.0
彰化縣員林市,2019,1,720.0
彰化縣埔心鄉,2019,1,720.0
彰化縣埔鹽鄉,2019,1,735.0
彰化縣埤頭鄉,2019,1,762.0
彰化縣大城鄉,2019,1,856.67
彰化縣大村鄉,2019,1,712.5
彰化縣彰化市,2019,1,705.0
彰化縣永靖鄉,2019,1,750.0
彰化縣溪州鄉,2019,1,878.57
彰化縣溪湖鎮,2019,1,750.0
彰化縣田中鎮,2019,1,795.0
彰化縣田尾鄉,2019,1,780.0
彰化縣社頭鄉,2019,1,757.5
彰化縣福興鄉,2019,1,731.25
彰化縣秀水鄉,2019,1,735.0
彰化縣竹塘鄉,2019,1,840.0
彰化縣線西鄉,2019,1,740.0
彰化縣芬園鄉,2019,1,678.0
彰化縣花壇鄉,2019,1,727.5
彰化縣芳苑鄉,2019,1,763.85
彰化縣鹿港鎮,2019,1,725.0
新北市三峽區,2019,1,471.43
新北市三芝區,2019,1,276.0
新北市三重區,2019,1,450.0
新北市中和區,2019,1,450.0
新北市五股區,2019,1,420.0
新北市八里區,2019,1,390.0
新北市土城區,2019,1,530.0
新北市坪林區,2019,1,402.0
新北市平溪區,2019,1,397.5
新北市新店區,2019,1,438.0
新北市新莊區,2019,1,450.0
新北市板橋區,2019,1,480.0
新北市林口區,2019,1,375.0
新北市樹林區,2019,1,470.0
新北市永和區,2019,1,450.0
新北市汐止區,2019,1,390.0
新北市淡水區,2019,1,345.0
新北市深坑區,2019,1,420.0
新北市烏來區,2019,1,433.33
新北市瑞芳區,2019,1,385.0
新北市石碇區,2019,1,417.69
新北市石門區,2019,1,354.0
新北市萬里區,2019,1,390.0
新北市蘆洲區,2019,1,420.0
新北市貢寮區,2019,1,390.0
新北市金山區,2019,1,345.0
新北市雙溪區,2019,1,390.0
新北市鶯歌區,2019,1,480.0
新竹市北區,2019,1,690.0
新竹市東區,2019,1,690.0
新竹市香山區,2019,1,654.0
新竹縣五峰鄉,2019,1,540.0
新竹縣北埔鄉,2019,1,540.0
新竹縣寶山鄉,2019,1,605.0
新竹縣尖石鄉,2019,1,510.0
新竹縣峨眉鄉,2019,1,558.0
新竹縣新埔鎮,2019,1,535.0
新竹縣新豐鄉,2019,1,528.0
新竹縣橫山鄉,2019,1,535.0
新竹縣湖口鄉,2019,1,510.0
新竹縣竹北市,2019,1,642.0
新竹縣竹東鎮,2019,1,550.0
新竹縣芎林鄉,2019,1,540.0
新竹縣關西鎮,2019,1,516.92
桃園市中壢區,2019,1,510.0
桃園市八德區,2019,1,495.0
桃園市大園區,2019,1,483.75
桃園市大溪區,2019,1,499.09
桃園市平鎮區,2019,1,516.0
桃園市復興區,2019,1,484.29
桃園市新屋區,2019,1,595.71
桃園市桃園區,2019,1,480.0
桃園市楊梅區,2019,1,520.0
桃園市蘆竹區,2019,1,450.0
桃園市觀音區,2019,1,636.0
桃園市龍潭區,2019,1,510.0
桃園市龜山區,2019,1,432.0
臺中市北屯區,2019,1,600.0
臺中市南屯區,2019,1,650.0
臺中市后里區,2019,1,565.0
臺中市外埔區,2019,1,570.0
臺中市大安區,2019,1,610.0
臺中市大甲區,2019,1,576.0
臺中市大肚區,2019,1,667.5
臺中市大里區,2019,1,546.0
臺中市大雅區,2019,1,630.0
臺中市太平區,2019,1,596.25
臺中市新社區,2019,1,588.0
臺中市東勢區,2019,1,582.86
臺中市東區,2019,1,600.0
臺中市梧棲區,2019,1,620.0
臺中市沙鹿區,2019,1,600.0
臺中市清水區,2019,1,616.67
臺中市潭子區,2019,1,600.0
臺中市烏日區,2019,1,630.0
臺中市石岡區,2019,1,570.0
臺中市神岡區,2019,1,590.0
臺中市西區,2019,1,630.0
臺中市西屯區,2019,1,652.5
臺中市豐原區,2019,1,570.0
臺中市霧峰區,2019,1,607.5
臺中市龍井區,2019,1,652.5
臺北市中山區,2019,1,450.0
臺北市中正區,2019,1,450.0
臺北市信義區,2019,1,450.0
臺北市內湖區,2019,1,435.0
臺北市北投區,2019,1,360.0
臺北市南港區,2019,1,435.0
臺北市士林區,2019,1,380.0
臺北市文山區,2019,1,427.5
臺北市松山區,2019,1,450.0
臺北市萬華區,2019,1,420.0
臺南市七股區,2019,1,1080.0
臺南市下營區,2019,1,1080.0
臺南市中西區,2019,1,1080.0
臺南市仁德區,2019,1,1120.0
臺南市佳里區,2019,1,1080.0
臺南市六甲區,2019,1,1080.0
臺南市北區,2019,1,1110.0
臺南市北門區,2019,1,1042.5
臺南市南化區,2019,1,1046.0
臺南市南區,2019,1,1110.0
臺南市善化區,2019,1,1110.0
臺南市大內區,2019,1,1095.0
臺南市學甲區,2019,1,1065.0
臺南市安南區,2019,1,1065.0
臺南市安定區,2019,1,1060.0
臺南市官田區,2019,1,1095.0
臺南市將軍區,2019,1,1080.0
臺南市山上區,2019,1,1110.0
臺南市左鎮區,2019,1,1084.29
臺南市後壁區,2019,1,1071.43
臺南市新化區,2019,1,1102.5
臺南市新市區,2019,1,1105.0
臺南市新營區,2019,1,1080.0
臺南市東區,2019,1,1110.0
臺南市東山區,2019,1,1071.0
臺南市柳營區,2019,1,1080.0
臺南市楠西區,2019,1,1063.64
臺南市歸仁區,2019,1,1122.0
臺南市永康區,2019,1,1080.0
臺南市玉井區,2019,1,1075.71
臺南市白河區,2019,1,1075.38
臺南市西港區,2019,1,1080.0
臺南市關廟區,2019,1,1134.0
臺南市鹽水區,2019,1,1080.0
臺南市麻豆區,2019,1,1095.0
臺南市龍崎區,2019,1,1105.0
臺東縣卑南鄉,2019,1,369.55
臺東縣大武鄉,2019,1,966.0
臺東縣太麻里鄉,2019,1,708.75
臺東縣延平鄉,2019,1,342.86
臺東縣成功鎮,2019,1,270.0
臺東縣東河鄉,2019,1,270.0
臺東縣池上鄉,2019,1,270.0
臺東縣海端鄉,2019,1,275.0
臺東縣綠島鄉,2019,1,270.0
臺東縣臺東市,2019,1,278.18
臺東縣蘭嶼鄉,2019,1,240.0
臺東縣達仁鄉,2019,1,988.5
臺東縣金峰鄉,2019,1,905.45
臺東縣長濱鄉,2019,1,317.5
臺東縣關山鎮,2019,1,270.0
臺東縣鹿野鄉,2019,1,280.0
花蓮縣光復鄉,2019,1,382.5
花蓮縣卓溪鄉,2019,1,378.46
花蓮縣吉安鄉,2019,1,210.0
花蓮縣壽豐鄉,2019,1,226.67
花蓮縣富里鄉,2019,1,295.0
花蓮縣新城鄉,2019,1,210.0
花蓮縣玉里鎮,2019,1,362.73
花蓮縣瑞穗鄉,2019,1,410.77
花蓮縣秀林鄉,2019,1,252.69
花蓮縣花蓮市,2019,1,210.0
花蓮縣萬榮鄉,2019,1,396.0
花蓮縣豐濱鄉,2019,1,326.47
花蓮縣鳳林鎮,2019,1,294.0
苗栗縣三灣鄉,2019,1,570.0
苗栗縣三義鄉,2019,1,510.0
苗栗縣公館鄉,2019,1,660.0
苗栗縣卓蘭鎮,2019,1,546.0
苗栗縣南庄鄉,2019,1,573.75
苗栗縣大湖鄉,2019,1,540.0
苗栗縣後龍鎮,2019,1,663.33
苗栗縣泰安鄉,2019,1,600.0
苗栗縣獅潭鄉,2019,1,625.71
苗栗縣竹南鎮,2019,1,555.0
苗栗縣苑裡鎮,2019,1,534.0
苗栗縣苗栗市,2019,1,690.0
苗栗縣西湖鄉,2019,1,682.5
苗栗縣通霄鎮,2019,1,586.36
苗栗縣造橋鄉,2019,1,630.0
苗栗縣銅鑼鄉,2019,1,566.25
苗栗縣頭份市,2019,1,557.14
苗栗縣頭屋鄉,2019,1,675.0
雲林縣二崙鄉,2019,1,990.0
雲林縣元長鄉,2019,1,942.0
雲林縣北港鎮,2019,1,960.0
雲林縣口湖鄉,2019,1,886.67
雲林縣古坑鄉,2019,1,966.92
雲林縣四湖鄉,2019,1,800.0
雲林縣土庫鎮,2019,1,996.0
雲林縣大埤鄉,2019,1,960.0
雲林縣崙背鄉,2019,1,1020.0
雲林縣斗六市,2019,1,975.0
雲林縣斗南鎮,2019,1,978.0
雲林縣東勢鄉,2019,1,804.0
雲林縣林內鄉,2019,1,922.5
雲林縣水林鄉,2019,1,922.5
雲林縣臺西鄉,2019,1,780.0
雲林縣莿桐鄉,2019,1,966.0
雲林縣虎尾鎮,2019,1,990.0
雲林縣褒忠鄉,2019,1,960.0
雲林縣西螺鎮,2019,1,930.0
雲林縣麥寮鄉,2019,1,807.5
高雄市三民區,2019,1,1230.0
高雄市仁武區,2019,1,1270.0
高雄市內門區,2019,1,990.0
高雄市六龜區,2019,1,971.54
高雄市前金區,2019,1,1290.0
高雄市前鎮區,2019,1,1240.0
高雄市大寮區,2019,1,1264.29
高雄市大樹區,2019,1,1238.57
高雄市大社區,2019,1,1305.0
高雄市小港區,2019,1,1230.0
高雄市岡山區,2019,1,1272.0
高雄市左營區,2019,1,1125.0
高雄市彌陀區,2019,1,1260.0
高雄市旗山區,2019,1,954.55
高雄市旗津區,2019,1,1260.0
高雄市杉林區,2019,1,957.0
高雄市林園區,2019,1,1230.0
高雄市桃源區,2019,1,990.0
高雄市梓官區,2019,1,1260.0
高雄市楠梓區,2019,1,1305.0
高雄市橋頭區,2019,1,1290.0
高雄市永安區,2019,1,1230.0
高雄市湖內區,2019,1,1155.0
高雄市燕巢區,2019,1,1277.14
高雄市田寮區,2019,1,1170.0
高雄市甲仙區,2019,1,1024.29
高雄市美濃區,2019,1,870.0
高雄市苓雅區,2019,1,1260.0
高雄市茂林區,2019,1,990.0
高雄市茄萣區,2019,1,1170.0
高雄市路竹區,2019,1,1218.0
高雄市阿蓮區,2019,1,1230.0
高雄市鳥松區,2019,1,1260.0
高雄市鳳山區,2019,1,1260.0
高雄市鼓山區,2019,1,1170.0
南投縣中寮鄉,2019,2,807.5
南投縣仁愛鄉,2019,2,720.0
南投縣信義鄉,2019,2,810.0
南投縣南投市,2019,2,831.43
南投縣名間鄉,2019,2,862.5
南投縣國姓鄉,2019,2,710.0
南投縣埔里鎮,2019,2,720.0
南投縣水里鄉,2019,2,820.0
南投縣竹山鎮,2019,2,955.71
南投縣草屯鎮,2019,2,761.25
南投縣集集鎮,2019,2,850.0
南投縣魚池鄉,2019,2,745.71
南投縣鹿谷鄉,2019,2,909.0
嘉義市東區,2019,2,990.0
嘉義市西區,2019,2,990.0
